Серія	Дата заказа	Планована дата виготовлення	Заготовка готово	Час заготовка	Зварка готово	Час зварка	Фарбування готово	Час фарба	МДФГотово	Час МДФ	Зборка готово	Час зборка	Упаковка готово	Час упаковка	Тип	Модель	Розмір	Кількість створок
42600712	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600756	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600698	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600699	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600700	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600701	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600702	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600704	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600687	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600689	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600690	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600693	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600696	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600697	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600677	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600678	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600681	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600683	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600684	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600686	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600741	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1600	Ні 	0,1333	Ні 	0,1600	Ні 	0,1778	Двері оптіма Плюс	DG25	2040*860	1
42600743	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1600	Ні 	0,1333	Ні 	0,1600	Ні 	0,1778	Двері оптіма Плюс	DG25	2040*860	1
42600745	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1600	Ні 	0,1333	Ні 	0,1600	Ні 	0,1778	Двері оптіма Плюс	DG25	2040*860	1
42600673	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600674	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600675	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600672	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*960	1
42600726	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1600	Ні 	0,1333	Ні 	0,1600	Ні 	0,1778	Двері оптіма Плюс	DG25	2040*860	1
42600728	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1600	Ні 	0,1333	Ні 	0,1600	Ні 	0,1778	Двері оптіма Плюс	DG25	2040*860	1
42600730	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1600	Ні 	0,1333	Ні 	0,1600	Ні 	0,1778	Двері оптіма Плюс	DG25	2040*860	1
42600765	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600766	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600713	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600757	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600758	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600759	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600760	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600761	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600694	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600695	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600703	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600705	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600708	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600710	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D374	2040*860	1
42600679	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600682	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600685	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600688	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600691	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600692	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600662	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*960	1
42600664	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*960	1
42600667	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*960	1
42600669	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*960	1
42600671	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*960	1
42600676	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	NC60	2040*860	1
42600646	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*860	1
42600648	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*860	1
42600650	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*860	1
42600651	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*860	1
42600656	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*960	1
42600660	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*960	1
42600626	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D367	2040*860	1
42600627	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D367	2040*860	1
42600630	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*860	1
42600633	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*860	1
42600638	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*860	1
42600643	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері універсал	D372	2040*860	1
42600618	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D367	2040*860	1
42600619	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D367	2040*860	1
42600620	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D367	2040*860	1
42600621	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D367	2040*860	1
42600622	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D367	2040*860	1
42600625	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері універсал	D367	2040*860	1
42600746	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,3200	Ні 	0,1333	Ні 	0,3200	Ні 	0,2286	Двері оптіма Плюс-скло 	DD36 cкло	2040*1200	2
42600747	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,3200	Ні 	0,1333	Ні 	0,3200	Ні 	0,2286	Двері оптіма Плюс-скло 	DD36 cкло	2040*1200	2
42600748	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,3200	Ні 	0,1333	Ні 	0,3200	Ні 	0,2286	Двері оптіма Плюс-скло 	DD36 cкло	2040*1200	2
42600751	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,3200	Ні 	0,1333	Ні 	0,3200	Ні 	0,2286	Двері оптіма Плюс-скло 	DD36 cкло	2040*1200	2
42600752	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,3200	Ні 	0,1333	Ні 	0,3200	Ні 	0,2286	Двері оптіма Плюс-скло 	DD36 cкло	2040*1200	2
42600754	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,3200	Ні 	0,1333	Ні 	0,3200	Ні 	0,2286	Двері оптіма Плюс-скло 	DD36 cкло	2040*1200	2
42600717	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,3200	Ні 	0,1333	Ні 	0,3200	Ні 	0,1778	Двері оптіма Плюс-скло 	DD36 cкло	2040*960	1
42600719	01.04.2026	26.06.2026	Так 		Ні 	0,1600	Ні 	0,3200	Ні 	0,1333	Ні 	0,3200	Ні 	0,1778	Двері оптіма Плюс-скло 	DD36 cкло	2040*960	1
42600484	08.04.2026	29.06.2026	Так 		Так 		Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	без рис	2040*860	1
42600068	24.03.2026	30.06.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	1960*1200	2
42600049	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600050	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600054	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600056	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600057	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600059	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600121	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600122	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600115	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600116	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600117	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600120	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600110	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600111	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600112	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600114	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600118	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600119	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600098	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600100	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600102	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600103	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600104	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600106	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600083	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600084	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600092	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600093	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600094	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600096	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600063	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600064	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600074	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600078	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600080	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600081	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600051	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600052	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600053	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600055	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600058	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600061	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600108	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600109	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600113	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600045	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600047	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600048	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600095	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600097	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600099	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600101	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600105	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600107	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600086	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600087	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600088	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600089	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600090	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600091	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600075	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600076	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
